EnglishProjectName,ProjectShortName,CS10FolderName,CS10FolderId
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s. 58 Application for Compressor Station 1 (CS1) Modernization",Compressor Station 1 (CS1) Modernization,2017-12-22 - Application for the Compressor Station 1 (CS1) Modernization,3412941.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s. 58 Application for Kobes 3 Pipe Replacement Project",Westcoast Kobes 3 Pipe Replacement,2018-03-23 - Application for the Kobes 3 Pipe Replacement Project,3546690.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s.45 Decommissioning Application - Caribou Sales Taps & Associated Pipe","Westcoast Energy Inc., carrying on business as Spe",2015-06-26 - Application for the Decommissioning of the Caribou Sales Taps and Associated Pipe,2791431.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s.45 Decommissioning Application - Juliet Creek Block Valve Crossover Assembly","Westcoast Energy Inc., carrying on business as Spe",ESIM Migration 1300014595,14595.0
"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission s.58 applying for approval to construct and operate - Beaver River Pipeline Sending Barrel Supply Line Project.",Beaver River Pipeline Sending Barrel Supply Line,2017-06-15 - Application for the Beaver River Pipeline Sending Barrel Supply Line Project,3300768.0
"Westcoast Energy Inc., s. 44 OPR application to deactivate the NPS 8 North Dahl Pipeline",North Dahl deactivation,2018-02-28 - Application for the Deactivation of the NPS 8 North Dahl Pipeline,3752068.0
"Westcoast Energy Inc., s. 45.1 OPR application to decommission an approximately 4 metre portion of the Westcoast Flatrock Pipeline","Westcoast Energy Inc., s. 45.1 OPR application to ",2015-09-30 - Application for the Decommissioning of a portion of the Flatrock Pipeline,2836341.0
Westcoast Energy s. 44  application to deactivate the Sikanni Sales Gas Pipeline,Westcoast Energy s. 44  application to deactivate ,2014-10-17 - Application for Deactivation of the Sikanni Sales Gas Pipeline,2538586.0
Westcoast Energy s. 58 application for construction and operation of the South Peace III Project,Westcoast Energy s. 58 application for constructio,2013-07-09 - Application for the South Peace III Project,972493.0
Westcoast Energy s. 58 application to Aitken Creek Processing Plant Control Room and Camp Project,Westcoast Energy s. 58 application to Aitken Creek,,2759157.0
Westcoast Fort Nelson North Processing Facility,Westcoast Fort Nelson North Processing Facility,,565873.0
"Westcoast incident 2013 110 - 21 June Incident at Fort Nelson Gas Plant involving an unintended fire and potential significant adverse effects to people, property and the environment. Reminder of OPR and PPR incident reporting requirements.",Westcoast incident 2013 110 - 21 June Incident at ,ESIM Migration 1300008213,8213.0
Westcoast par. 74(1)(a) application to sell to Pine River and Kwoen processing plants (Grizzly Valley Assets) to Sukunka Natural Resources Inc.,Westcoast sale Grizzly Valley Assets to Sukunka,,3563097.0
Westcoast s 58 application - Pine River Aerial Crossing Project,Pine River Aerial Crossing,,3024883.0
Westcoast s. 21 application -  Board Order Extension- Order XG-W005-06-2006,Westcoast s. 21 application -  Board Order Extensi,ESIM Migration 1000043983,3365.0
Westcoast s. 21 application to vary and amend the Order XG-W102-04-2009.,Westcoast s. 21 application to vary and amend the ,ESIM Migration 1300009466,9466.0
Westcoast s. 44  deactivation application  - 49.06 km segment of the 406.4 mm OD Grizzly Extension Pipeline,Westcoast s. 44  deactivation application  - 49.06,2015-12-11 - Application for the Deactivation of a segment of the Grizzly Extension Pipeline,2887593.0
Westcoast s. 44 application to deactivate 219.1 mm Hossitl pipeline and 273.1 mm Petitot pipeline.,Westcoast s. 44 application to deactivate 219.1 mm,ESIM Migration 1300008362,8362.0
"Westcoast s. 44 application to deactivate the Fireweed Lateral 1 Line, OD 88.9.",Westcoast s. 44 application to deactivate the Fire,2015-09-04 - Application for the Deactivation of Fireweed Lateral 1 Pipeline,2837042.0
Westcoast s. 44 OPR Application - Pipeline Deactivations,Westcoast s. 44 OPR Application - Pipeline Deactiv,2007-01-10 - Application for Fort Nelson Gathering Pipeline Deactivations,450638.0
Westcoast s. 44 OPR Application - Stewart Creek Barrel Installation/Deactivation,Westcoast s. 44 OPR Application - Stewart Creek Ba,ESIM Migration 1000037895,3071.0
Westcoast s. 44 OPR application for Deactivation of Clarkson Compressor Unit,Westcoast s. 44 OPR application for Deactivation o,2007-05-18 - Application for Deactivation of Clark Compressor Unit - Compressor Station 2 (CS-2),463346.0
Westcoast s. 44 OPR application for the Deactivation of  the 508 mm OD Pointed Mountain,Westcoast s. 44 OPR application for the Deactivati,2008-03-14 - Application to Deactivate the  508 mm  OD Pointed Mountain Pipeline,502724.0
Westcoast s. 44 OPR Application for the Deactivation of Rigel East pipeline,Westcoast s. 44 OPR Application for the Deactivati,"2007-05-31 - Application for the Deactivation of the 10.75"" OD Rigel (East) Pipeline - MP 0.0 to MP 4.5",465847.0
Westcoast s. 44 OPR application for the Deactivation of Sierra Pipeline,Westcoast s. 44 OPR application for the Deactivati,"2007-07-11 - Application for the Deactivation of the 12.75"" Sierra Pipeline - MP 0.0 to MP 6.78",470832.0
Westcoast s. 44 OPR application for the deactivation of the Ekwan Pipeline.,Westcoast s. 44 OPR application for the deactivati,2007-08-22 - Application for the Acquisition and Operation of certain pipeline facilities owned by Westcoast Energy Transmission Company (Alberta) Ltd.,475987.0
Westcoast s. 44 OPR application for the Deactivation of the Wapiti Pipeline,Westcoast s. 44 OPR application for the Deactivati,2007-08-14 - Application for the Deactivation of the 273.1 mm OD Wapiti Pipeline from KP 0.0 to 10.09,475324.0
Westcoast s. 44 OPR application to Deactivate the 1067mm 3L3 Loop Pipeline,Westcoast s. 44 OPR application to Deactivate the ,ESIM Migration 1000042310,3287.0
Westcoast s. 44 OPR application to deactivate the 219.1mm Pesh and Southest Helmet Extension Pipeline.,Westcoast s. 44 OPR application to deactivate the ,2008-01-10 - Application for the Deactivation of Pesh Pipeline and Southeast Helmet Extension,493781.0
Westcoast s. 44 OPR application to maintain the 219.1 mm OD Bullmoose Pipeline in a deactivated mode for more than 12 months,Westcoast s. 44 OPR application to maintain the 21,2014-10-28 - Application for Deactivation of the 219.1 mm OD Bullmoose Pipeline,2541543.0
Westcoast s. 45 application -  16-Inch Beg Pipeline Reactivation,Westcoast s. 45 application -  16-Inch Beg Pipelin,ESIM Migration 1000038244,3100.0
Westcoast s. 45 application for the Reactivation of North Shekilie Pipeline,Westcoast s. 45 application for the Reactivation o,2008-11-23 - Application to Reactivate the 273.1mm O.D. North Shekilie Pipeline,539370.0
Westcoast s. 45 application to decommission Meter Station 62.,Westcoast s. 45 application to decommission Meter ,2015-05-14  - Application to Decommission Meter Station 62 at Salmon Valley,2776920.0
Westcoast s. 45 OPR application - Deactivation of  Upper Murray River/Sukunka P/L,Westcoast s. 45 OPR application - Deactivation of ,ESIM Migration 1000037929,3077.0
Westcoast s. 45 OPR application - Monias Booster Station Reactivation,Westcoast s. 45 OPR application - Monias Booster S,ESIM Migration 1000037858,3061.0
Westcoast s. 45 OPR application and 58 application - Ekwan Pipeline Reactivation,Westcoast s. 45 OPR application and 58 application,ESIM Migration 1000037120,2985.0
Westcoast s. 45.1 OPR application to Decommission the Lac La Hache Crossover Facilities on the T-South Mainline and Mainline Loop,Westcoast s. 45.1 OPR application to Decommission ,2016-05-24 - Application to Decommission the Lac La Hache Crossover Facilities on the T-South Mainline and Mainline Loop,2986003.0
Westcoast s. 58 and s. 45.1 OPR application - Tank 5501 Replacement Project at McMahon Gas Plant.,Tank 5501 Replacement Project at McMahon Gas Plant,,3575114.0
Westcoast s. 58 application -  Milligan Peejay Pipeline reconfiguration and deactivation of the extension,Westcoast s. 58 application -  Milligan Peejay Pip,ESIM Migration 1000037245,2993.0
"Westcoast s. 58 application - 6"" BC Trunk Pipeline Replacement Project","Westcoast s. 58 application - 6"" BC Trunk Pipeline",ESIM Migration 1000037575,3016.0
Westcoast s. 58 application - Aitken Creek Crossover Pipeline,Westcoast s. 58 application - Aitken Creek Crossov,2006-02-13 - 2006 Application no. 1 - Construct and Operate the Aitken Creek Crossover Pipeline,397267.0
Westcoast s. 58 application - Alaska Highway Pipe Segment Replacement Project,Westcoast s. 58 application - Alaska Highway Pipe ,2014-10-28 - Application for the Alaska Highway Pipe Segment Replacement Project,2541208.0
Westcoast s. 58 application - Angusmac Creek Crossing Replacement Project,Angusmac Creek Crossing ,,3006149.0
Westcoast s. 58 application - C&D MEA Storage Tank Replacement,Westcoast s. 58 application - C&D MEA Storage Tank,ESIM Migration 1000037577,3017.0
Westcoast s. 58 application - Chilliwack Mainline Pipeline Replacement Project,Westcoast s. 58 application - Chilliwack Mainline ,,8077.0
Westcoast s. 58 application - Compressor Station 2B Upgrade,Westcoast s. 58 application - Compressor Station 2,ESIM Migration 1000037109,2984.0
Westcoast s. 58 application - CS-3 Compressor Station Upgrade Project -(PANEL ASSIGNED) COMBINED 4 T-SOUTH APPLICATIONS,T-South Reliability Project,2018-08-13 - Application for the T-South Expansion and Reliability Project (GHW-002-2018),3596844.0
Westcoast s. 58 application - Daniels Creek Pipeline Replacement,Westcoast s. 58 application - Daniels Creek Pipeli,ESIM Migration 1000037648,3030.0
Westcoast s. 58 application - Drain Pond Upgrade - Fort Nelson Gathering Pipeline,Westcoast s. 58 application - Drain Pond Upgrade -,ESIM Migration 1000037127,2989.0
Westcoast s. 58 application - Fort Nelson Gas Plant Inlet Compression Upgrade,Westcoast s. 58 application - Fort Nelson Gas Plan,2009-07-07 - Application for Fort Nelson Gas Plant Inlet Compression Upgrade Project,562789.0
Westcoast s. 58 application - Grizzly Sales Gas Pipeline Replacement Project,Westcoast s. 58 application - Grizzly Sales Gas Pi,2014-01-21 - Application for the Grizzly Sales Gas Pipeline Replacement Project,2406863.0
Westcoast s. 58 application - High Pine Expansion Project,High Pine Expansion Project,,2839163.0
Westcoast s. 58 application - Jackfish Lake Expansion Project,Jackfish Lake Expansion Project,,2855929.0
Westcoast s. 58 application - Kobes Creek Pipe Segment Replacement Project,Westcoast s. 58 application - Kobes Creek Pipe Seg,,2937896.0
Westcoast s. 58 application - Kwoen Plant Expansion,Westcoast s. 58 application - Kwoen Plant Expansio,ESIM Migration 1000041873,3231.0
Westcoast s. 58 application - North Maxhamish Loop Project,Westcoast s. 58 application - North Maxhamish Loop,2009-04-21 - Application for the North Maxhamish Loop Project,554349.0
Westcoast s. 58 application - Red Willow P/L - Increase MOP and Addition of Tap,Westcoast s. 58 application - Red Willow P/L - Inc,ESIM Migration 1000037709,3039.0
Westcoast s. 58 application - Sikanni Re-injection Pipeline,Westcoast s. 58 application - Sikanni Re-injection,2004-12-21 - 2005 Application No. 1 - Sikanni Re-Injection Pipeline,346457.0
Westcoast s. 58 application - Sulphur Pipeline Valve Replacements,Westcoast s. 58 application - Sulphur Pipeline Val,"2004-12-01 - 2004 Application No. 19 - Project T0424C - Sulphur Pipeline, 4 inch and 3 inch Valve Replacements",342375.0
Westcoast s. 58 application - Upgrade Sulphur Pipeline Access Road,Westcoast s. 58 application - Upgrade Sulphur Pipe,ESIM Migration 1000037720,3043.0
Westcoast s. 58 application - Yoyo Pipline Replacement Project,Westcoast s. 58 application - Yoyo Pipline Replace,,1041116.0
Westcoast s. 58 application and s 45.1 OPR application for the Transmission South (7L) Enhancement and System Upgrade Project.,Westcoast s. 58 application and s 45.1 OPR applica,2016-04-11 - Application for Transmission South (7L),2939378.0
Westcoast s. 58 application for construction of the Grizzly Pipeline Loop,Westcoast s. 58 application for construction of th,2007-12-12 - Application for 2007 Application No. 1 - Grizzly Pipeline Loop,488284.0
Westcoast s. 74 application - Purchase of Storm Exploration Inc Pipeline Facility,Westcoast s. 74 application - Purchase of Storm Ex,2007-12-04 - Application for Purchase of Storm Exploration Inc Pipeline Facilities,487403.0
"Westcoast s. 74, s. 58 for the Acquisition and Operation of Pipeline Facilities","Westcoast s. 74, s. 58 for the Acquisition and Ope",ESIM Migration 1000046039,3444.0
Westcoast s. 74.1(a) application for the sale of a Portion of the South Clarke Lake Pipeline,Westcoast s. 74.1(a) application for the sale of a,2008-09-24 - Application for the Sale of a portion of the South Clarke Lake Pipeline km 0.0 to Km 3.461,532115.0
Westcoast s. 74.1(d) application to Abandon North Rigel Pipeline,Westcoast s. 74.1(d) application to Abandon North ,ESIM Migration 1000041765,3214.0
Westcoast s.58 Application -  Flare Site Upgrades - Fort Nelson Gathering,Westcoast s.58 Application -  Flare Site Upgrades ,ESIM Migration 1000037126,2988.0
WESTCOAST TOLL SCHEDULE AND TARIFF FILING,WESTCOAST TOLL SCHEDULE AND TARIFF FILING,ESIM Migration 1000003353,492.0
"Westcoast, pursuant to section 58 of the NEB Act dated 24 December 2009, to construct and operate the Goodrich Re-injection Pipeline Extension (the Project).","Westcoast, pursuant to section 58 of the NEB Act d",2009-12-24 – Application for the Goodrich Re-injection Pipeline Extension,588299.0
"Westcoasts s. 11,12,13 and 73(g) and (i) application for an Order or Orders granting Westcoast an immediate right to gain access to the lands described in further detail in Appendix A to this Application...","Westcoasts s. 11,12,13 and 73(g) and (i) applicati",,962909.0
Westridge Shore Stabilization,Westridge Shore Stabilization,2004-04-29 - Application for Project 10194 - Westridge Shore Stabilization Project,324333.0
Westspur Year 2003 Facilities Construction,Westspur Year 2003 Facilities Construction,ESIM Migration 1000030903,2534.0
Whiskey Jack Lake Sales Meter Station,Whiskey Jack Lake Sales Meter Station,2011-07-22 - Application for Whiskey Jack Lake Sales Meter Station,705509.0
Whitecap s. 74 (1) (b) application for the purchase of the 10” Boundary Lake lnterprovincial Oil Efflent Pipeline from Imperial to Whitecap.,Whitecap s. 74 (1) (b) application for the purchas,ESIM Migration 1300008360,8360.0
