Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Approximate Volume Released (m3),Substance,Release Type,Significant,Year,What Happened,Why It Happened
INC2020-018,Fire,02/14/2020,Edson,Alberta,Trans Mountain Pipeline ULC,Closed,53.57580147,-116.64755443,Not Applicable,Not Applicable,Not Applicable,No,2020,External Interference,Maintenance
INC2020-021,Explosion,02/20/2020,Norquay,Saskatchewan,Many Islands Pipe Lines (Canada) Limited,Closed,51.868,-101.779,Not Applicable,Not Applicable,Not Applicable,Yes,2020,"External Interference, Incorrect Operation","Human Factors, Inadequate Supervision, Maintenance, Standards and Procedures"
INC2020-024,Fire,02/23/2020,"Upsala, ON",Ontario,TransCanada PipeLines Limited,Closed,49.01063,-90.43433,Not Applicable,Not Applicable,Not Applicable,No,2020,Other Causes,Maintenance
INC2020-026,Fire,03/01/2020,Claresholm,Alberta,NOVA Gas Transmission Ltd.,Closed,49.97579813,-114.13122747,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation","Inadequate Supervision, Tools and Equipment"
INC2020-028,Explosion,03/04/2020,"Alameda, Saskatchewan",Saskatchewan,Alliance Pipeline Ltd as General Partner of Alliance Pipeline Limited Partnership,Closed,49.324794,-102.29746,Not Applicable,Not Applicable,Not Applicable,No,2020,Incorrect Operation,Standards and Procedures
INC2020-029,Fire,03/06/2020,Edmonton,Alberta,Trans Mountain Pipeline ULC,Closed,53.54290845,-113.36445011,Not Applicable,Not Applicable,Not Applicable,No,2020,External Interference,Tools and Equipment
INC2020-030,Operation Beyond Design Limits,03/09/2020,Dorion,Ontario,TransCanada PipeLines Limited,Closed,48.798,-88.53562,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-033,Fire,03/23/2020,Conklin,Alberta,NOVA Gas Transmission Ltd.,Closed,55.688457,-111.442978,Not Applicable,Not Applicable,Not Applicable,No,2020,"Defect and Deterioration, External Interference",Maintenance
INC2020-034,Fire,03/30/2020,Ft. St. John ,British Columbia,NOVA Gas Transmission Ltd.,Closed,56.96144805,-122.07628418,Not Applicable,Not Applicable,Not Applicable,No,2020,Incorrect Operation,Human Factors
INC2020-036,Release of Substance,04/10/2020,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.77239,-116.91948,9100.0000,Natural Gas - Sweet,Gas,No,2020,Corrosion and Cracking,Tools and Equipment
INC2020-039,Release of Substance,04/23/2020,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.48310727,-118.09993252,129636.3500,Natural Gas - Sweet,Gas,Yes,2020,Corrosion and Cracking,Maintenance
INC2020-040,Operation Beyond Design Limits,04/24/2020,Two Hills,Alberta,NOVA Gas Transmission Ltd.,Closed,53.76999,-111.9527,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Natural Force Damage",Natural or Environmental Forces
INC2020-042,Operation Beyond Design Limits,04/25/2020,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.65598377,-121.71275402,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-043,Release of Substance,04/26/2020,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Submitted,56.7054,-111.403,11457864.9600,Natural Gas - Sweet,Gas,Yes,2020,"Corrosion and Cracking, Natural Force Damage","Engineering and Planning, Maintenance, Standards and Procedures"
INC2020-045,Release of Substance,04/30/2020,Herschel,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.64917,-108.21167,50.0000,Crude Oil - Sweet,Liquid,Yes,2020,"External Interference, Incorrect Operation","Engineering and Planning, Human Factors, Maintenance, Standards and Procedures"
INC2020-046,Fire,05/01/2020,Sherwood Park ,Alberta,Trans Mountain Pipeline ULC,Closed,53.542879,-113.364282,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation","Engineering and Planning, Human Factors, Tools and Equipment"
INC2020-047,Operation Beyond Design Limits,05/05/2020,Wabasca,Alberta,NOVA Gas Transmission Ltd.,Closed,56.514333,-113.68003,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation","Engineering and Planning, Failure in communication, Standards and Procedures"
INC2020-048,Operation Beyond Design Limits,05/19/2020,"Bowker, Ontario",Ontario,TransCanada PipeLines Limited,Closed,48.72211,-88.588886,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-050,Release of Substance,05/24/2020,Longview ,Alberta,NOVA Gas Transmission Ltd.,Closed,50.38248,-114.226414,86.0000,Natural Gas - Sweet,Gas,No,2020,Corrosion and Cracking,Tools and Equipment
INC2020-051,Fire,05/27/2020,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26848937,-122.93134198,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation",Failure in communication
INC2020-052,Fire,05/29/2020,Burnaby ,British Columbia,Trans Mountain Pipeline ULC,Closed,49.29079839,-122.95027588,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation",Tools and Equipment
INC2020-054,Operation Beyond Design Limits,06/05/2020,North York,Ontario,Trans-Northern Pipelines Inc.,Closed,43.776405,-79.370181,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Natural Force Damage",Natural or Environmental Forces
INC2020-055,Explosion,06/06/2020,Baytree,Alberta,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.821969,-119.751665,Not Applicable,Not Applicable,Not Applicable,No,2020,"Equipment Failure, External Interference",Maintenance
INC2020-056,Fire,06/06/2020,Midale,Saskatchewan,Kingston Midstream Limited,Closed,49.450559,-103.336958,Not Applicable,Not Applicable,Not Applicable,No,2020,External Interference,"Engineering and Planning, Maintenance, Standards and Procedures"
INC2020-057,Release of Substance,06/13/2020,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,Submitted,49.06567935,-122.15971426,190.0000,Crude Oil - Sweet,Liquid,No,2020,"Defect and Deterioration, Equipment Failure","Engineering and Planning, Human Factors, Inadequate Procurement, Standards and Procedures"
INC2020-058,Operation Beyond Design Limits,06/14/2020,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.543056,-113.354167,Not Applicable,Not Applicable,Not Applicable,No,2020,External Interference,"Engineering and Planning, Standards and Procedures"
INC2020-059,Fire,06/14/2020,Rolphton ,Ontario,TransCanada PipeLines Limited,Closed,46.152799,-77.690799,Not Applicable,Not Applicable,Not Applicable,No,2020,"Defect and Deterioration, External Interference",Maintenance
INC2020-060,Operation Beyond Design Limits,06/14/2020,Drayton Valley,Alberta,NOVA Gas Transmission Ltd.,Closed,53.38098,-115.61765,Not Applicable,Not Applicable,Not Applicable,No,2020,To be determined,Engineering and Planning
INC2020-061,"Explosion, Fire",06/15/2020,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.64363744,-111.27753573,Not Applicable,Not Applicable,Not Applicable,No,2020,"Equipment Failure, External Interference",Natural or Environmental Forces
INC2020-063,Operation Beyond Design Limits,06/18/2020,Gosnell,British Columbia,Trans Mountain Pipeline ULC,Closed,52.506788,-119.106979,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-065,Release of Substance,06/25/2020,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Submitted,55.7041176,-121.62826764,4.0500,Natural Gas - Sweet,Gas,No,2020,Defect and Deterioration,Engineering and Planning
INC2020-066,Operation Beyond Design Limits,06/25/2020,Thunder Bay,Ontario,TransCanada PipeLines Limited,Closed,48.93875,-89.774665,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-067,Operation Beyond Design Limits,06/26/2020,Gordondale,Alberta,NOVA Gas Transmission Ltd.,Closed,55.79381,-119.03227,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-068,Serious Injury (CER or TSB),07/02/2020,Red Earth,Alberta,NOVA Gas Transmission Ltd.,Closed,56.933508,-115.228594,Not Applicable,Not Applicable,Not Applicable,Yes,2020,"External Interference, Incorrect Operation",Tools and Equipment
INC2020-070,Operation Beyond Design Limits,07/08/2020,Bracebridge,Ontario,TransCanada PipeLines Limited,Closed,45.10426,-79.31686,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-072,Fire,07/12/2020,Burnaby ,British Columbia,Trans Mountain Pipeline ULC,Closed,49.29079839,-122.95027588,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation",Natural or Environmental Forces
INC2020-073,Operation Beyond Design Limits,07/14/2020,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,53.836111,-117.030833,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-077,Fire,07/28/2020,Abbotsford,British Columbia,Trans Mountain Pipeline ULC,Closed,49.06567935,-122.15971426,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation",Tools and Equipment
INC2020-082,Operation Beyond Design Limits,08/08/2020,Thornloe ,Ontario,TransCanada PipeLines Limited,Closed,47.63417,-79.78694,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-083,Operation Beyond Design Limits,08/08/2020,"Rosedale, BC",British Columbia,Trans Mountain Pipeline ULC,Closed,49.2174,-121.6916,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-084,Operation Beyond Design Limits,08/12/2020,Nanticoke,Ontario,Trans-Northern Pipelines Inc.,Closed,42.84112307,-80.05650685,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation","Failure in communication, Tools and Equipment"
INC2020-085,Operation Beyond Design Limits,08/14/2020,Fort Saskatchewan,Alberta,NOVA Gas Transmission Ltd.,Closed,54.58569,-114.07706,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-086,Operation Beyond Design Limits,08/14/2020,"Merritt is the nearest location, but is over 60km away.",British Columbia,Trans Mountain Pipeline ULC,Closed,50.48034,-120.37324,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-087,Fire,08/17/2020,Kamloops,British Columbia,Trans Mountain Pipeline ULC,Closed,50.66260932,-120.41416339,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation","Maintenance, Natural or Environmental Forces"
INC2020-088,Fire,08/19/2020,Oyen,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,51.68001,-110.545265,Not Applicable,Not Applicable,Not Applicable,No,2020,External Interference,Natural or Environmental Forces
INC2020-089,Operation Beyond Design Limits,08/25/2020,Klotz Lake,Ontario,TransCanada PipeLines Limited,Closed,49.797622,-85.80746077,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-091,Fire,08/31/2020,Burnaby ,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26848937,-122.93134198,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Incorrect Operation",Human Factors
INC2020-094,Operation Beyond Design Limits,09/04/2020,Burlington,Ontario,TransCanada PipeLines Limited,Closed,43.343821,-79.854133,Not Applicable,Not Applicable,Not Applicable,No,2020,"Defect and Deterioration, Natural Force Damage",Natural or Environmental Forces
INC2020-095,Operation Beyond Design Limits,09/15/2020,Reynolds,Manitoba,TransCanada PipeLines Limited,Closed,49.643056,-95.501667,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-096,Fire,09/16/2020,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19151585,-118.19432583,Not Applicable,Not Applicable,Not Applicable,No,2020,"Equipment Failure, Incorrect Operation","Engineering and Planning, Maintenance"
INC2020-098,Operation Beyond Design Limits,09/25/2020,Wildwood,Alberta,NOVA Gas Transmission Ltd.,Closed,53.38098,-115.61765,Not Applicable,Not Applicable,Not Applicable,No,2020,External Interference,Maintenance
INC2020-099,Operation Beyond Design Limits,09/30/2020,High Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,55.6115514,-117.663756,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-100,Serious Injury (CER or TSB),09/30/2020,Hinton,Alberta,NOVA Gas Transmission Ltd.,Closed,49.63510234,-114.58541312,Not Applicable,Not Applicable,Not Applicable,Yes,2020,"External Interference, Incorrect Operation",Natural or Environmental Forces
INC2020-101,Serious Injury (CER or TSB),10/01/2020,Provost ,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.34672227,-110.7640154,Not Applicable,Not Applicable,Not Applicable,Yes,2020,"External Interference, Incorrect Operation","Failure in communication, Human Factors, Inadequate Supervision, Standards and Procedures"
INC2020-102,Release of Substance,10/02/2020,Youngstown Village,Alberta,Express Pipeline Ltd.,Closed,51.48953478,-111.16579086,66.5000,Crude Oil - Sweet,Liquid,Yes,2020,"External Interference, Incorrect Operation","Engineering and Planning, Failure in communication, Maintenance, Standards and Procedures"
INC2020-104,Serious Injury (CER or TSB),10/03/2020,"90,280",British Columbia,Trans Mountain Pipeline ULC,Closed,50.692803,-120.426351,Not Applicable,Not Applicable,Not Applicable,Yes,2020,Incorrect Operation,Human Factors
INC2020-105,Fire,10/07/2020,Burnaby BC ,British Columbia,Trans Mountain Pipeline ULC,Closed,49.26848937,-122.93134198,Not Applicable,Not Applicable,Not Applicable,No,2020,Other Causes,Human Factors
INC2020-106,Operation Beyond Design Limits,10/09/2020,Laval,Quebec,Trans-Northern Pipelines Inc.,Closed,45.622544,-73.634801,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Natural Force Damage",Natural or Environmental Forces
INC2020-107,Operation Beyond Design Limits,10/14/2020,Oka,Quebec,Trans-Northern Pipelines Inc.,Closed,45.455432,-74.055783,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Natural Force Damage",Natural or Environmental Forces
INC2020-110,Release of Substance,10/14/2020,Fort McMurray,Alberta,NOVA Gas Transmission Ltd.,Submitted,56.803237,-111.447943,584.0000,Natural Gas - Sweet,Gas,No,2020,"Corrosion and Cracking, Natural Force Damage","Engineering and Planning, Natural or Environmental Forces"
INC2020-111,Operation Beyond Design Limits,10/15/2020,Jarvie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.41865,-113.851701,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-112,Operation Beyond Design Limits,10/19/2020,Swan Lake,Manitoba,Enbridge Southern Lights GP Inc. on behalf of Enbridge Southern Lights LP,Closed,49.40767,-98.83013,Not Applicable,Not Applicable,Not Applicable,No,2020,"External Interference, Natural Force Damage","Engineering and Planning, Natural or Environmental Forces"
INC2020-113,Serious Injury (CER or TSB),10/25/2020,Edmonton,Alberta,Trans Mountain Pipeline ULC,Closed,53.457802,-113.527608,Not Applicable,Not Applicable,Not Applicable,Yes,2020,Incorrect Operation,Standards and Procedures
INC2020-114,Serious Injury (CER or TSB),10/26/2020,"Edmonton, Alberta ",Alberta,Trans Mountain Pipeline ULC,Closed,53.430039,-113.566381,Not Applicable,Not Applicable,Not Applicable,Yes,2020,"External Interference, Incorrect Operation","Engineering and Planning, Human Factors"
INC2020-115,Fatality,10/27/2020,Edmonton,Alberta,Trans Mountain Pipeline ULC,Closed,53.474,-113.65,Not Applicable,Not Applicable,Not Applicable,Yes,2020,Incorrect Operation,"Failure in communication, Human Factors, Inadequate Procurement, Inadequate Supervision, Standards and Procedures, Tools and Equipment"
INC2020-116,Operation Beyond Design Limits,10/29/2020,Constance Indian Reserve No. 92,Ontario,TransCanada PipeLines Limited,Closed,49.768798,-85.2189,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
INC2020-117,Operation Beyond Design Limits,10/30/2020,"Rolla, BC",British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.88363892,-120.21457605,Not Applicable,Not Applicable,Not Applicable,No,2020,Natural Force Damage,Natural or Environmental Forces
